BHK,Total Area,Price,bedroom
2 BHK Apartment in Sector-10 Nerul,"1,350 sq.ft.
(125 sq.m.) Carpet Area","₹ 1.22 Cr
₹ 9,037/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector-13 Kharghar,"650 sq.ft.
(60 sq.m.) Carpet Area","₹ 70 L
₹ 10,769/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Shilphata,"650 sq.ft.
(60 sq.m.) Carpet Area","₹ 90 L
₹ 13,846/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector 19 Kharghar,"900 sq.ft.
(84 sq.m.) Carpet Area","₹ 78 L
₹ 8,666/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector 20 Ulwe,"720 sq.ft.
(67 sq.m.) Carpet Area","₹ 66 L
₹ 9,166/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector-10/B Ulwe,"650 sq.ft.
(60 sq.m.) Carpet Area","₹ 52 L
₹ 8,000/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector 17 Ulwe,"650 sq.ft.
(60 sq.m.) Carpet Area","₹ 65 L
₹ 10,000/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Sector 17 Vashi,"1,100 sq.ft.
(102 sq.m.) Super built-up Area","₹ 1.5 Cr
₹ 13,636/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector-8 Ulwe,"650 sq.ft.
(60 sq.m.) Carpet Area","₹ 38 L
₹ 5,846/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Sector-3 Ulwe,"1,000 sq.ft.
(93 sq.m.) Carpet Area","₹ 70 L
₹ 7,000/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Ulwe,"422 sq.ft.
(39 sq.m.) Carpet Area","₹ 45 L
₹ 10,663/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Ulwe,"620 sq.ft.
(58 sq.m.) Carpet Area","₹ 75 L
₹ 12,096/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Ulwe,"690 sq.ft.
(64 sq.m.) Carpet Area","₹ 57 L
₹ 8,260/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Ulwe,"1,000 sq.ft.
(93 sq.m.) Carpet Area","₹ 70 L
₹ 7,000/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Ulwe,"650 sq.ft.
(60 sq.m.) Carpet Area","₹ 78 L
₹ 12,000/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector 29 Vashi,"1,250 sq.ft.
(116 sq.m.) Super built-up Area","₹ 1.5 Cr
₹ 12,000/sq.ft.","2 BHK
2 Baths"
4 BHK Apartment in Sector 29 Vashi,"1,850 sq.ft.
(172 sq.m.) Super built-up Area","₹ 3.6 Cr
₹ 19,459/sq.ft.","4 BHK
4 Baths"
1 BHK Apartment in Ulwe,"450 sq.ft.
(42 sq.m.) Carpet Area","₹ 45 L
₹ 10,000/sq.ft.","1 BHK
1 Bath"
4 BHK Apartment in Sector 12 Kharghar,"3,400 sq.ft.
(316 sq.m.) Super built-up Area","₹ 4 Cr
₹ 11,764/sq.ft.","4 BHK
4 Baths"
1 BHK Apartment in Sector 11 Koparkhairane,"595 sq.ft.
(55 sq.m.) Super built-up Area","₹ 81 L
₹ 13,613/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Ulwe,"670 sq.ft.
(62 sq.m.) Carpet Area","₹ 78 L
₹ 11,641/sq.ft.","2 BHK
2 Baths"
4 BHK Apartment in Sector 19A Nerul,"2,050 sq.ft.
(190 sq.m.) Super built-up Area","₹ 3.5 Cr
₹ 17,073/sq.ft.","4 BHK
4 Baths"
4 BHK Apartment in Sector 19A Nerul,"2,500 sq.ft.
(232 sq.m.) Super built-up Area","₹ 5 Cr
₹ 20,000/sq.ft.","4 BHK
3 Baths"
2 BHK Apartment in Sector 26 Vashi,"1,500 sq.ft.
(139 sq.m.) Super built-up Area","₹ 1.6 Cr
₹ 10,666/sq.ft.","2 BHK
2 Baths"
3 BHK Apartment in Roadpali,"1,750 sq.ft.
(163 sq.m.) Super built-up Area","₹ 1.45 Cr
₹ 8,285/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Sector 29 Vashi,"1,450 sq.ft.
(135 sq.m.) Super built-up Area","₹ 2.5 Cr
₹ 17,241/sq.ft.","3 BHK
2 Baths"
3 BHK Apartment in Vashi,"1,950 sq.ft.
(181 sq.m.) Super built-up Area","₹ 2.45 Cr
₹ 12,564/sq.ft.","3 BHK
3 Baths"
2 BHK Apartment in Sector 17 Ulwe,"700 sq.ft.
(65 sq.m.) Carpet Area","₹ 75 L
₹ 10,714/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector-18 Ulwe,"700 sq.ft.
(65 sq.m.) Carpet Area","₹ 75 L
₹ 10,714/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector-18 Ulwe,"720 sq.ft.
(67 sq.m.) Carpet Area","₹ 52 L
₹ 7,222/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector-10/B Ulwe,"720 sq.ft.
(67 sq.m.) Carpet Area","₹ 43 L
₹ 5,972/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector 23 Ulwe,"850 sq.ft.
(79 sq.m.) Carpet Area","₹ 50 L
₹ 5,882/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Sector 17 Ulwe,"450 sq.ft.
(42 sq.m.) Carpet Area","₹ 53 L
₹ 11,777/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Ulwe,"700 sq.ft.
(65 sq.m.) Carpet Area","₹ 80 L
₹ 11,428/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector 5 Ulwe,"800 sq.ft.
(74 sq.m.) Carpet Area","₹ 1.15 Cr
₹ 14,375/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector 17 Ulwe,"370 sq.ft.
(34 sq.m.) Carpet Area","₹ 47 L
₹ 12,702/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector-10/B Ulwe,"620 sq.ft.
(58 sq.m.) Carpet Area","₹ 58 L
₹ 9,354/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Ulwe,"420 sq.ft.
(39 sq.m.) Carpet Area","₹ 42 L
₹ 10,000/sq.ft.","1 BHK
2 Baths"
2 BHK Apartment in Sector-20 Nerul,"689 sq.ft.
(64 sq.m.) Carpet Area","₹ 1.2 Cr
₹ 17,416/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector 12 Kharghar,"400 sq.ft.
(37 sq.m.) Carpet Area","₹ 55 L
₹ 13,750/sq.ft.","1 BHK
1 Bath"
3 BHK Apartment in Sector 20 Kharghar,"1,300 sq.ft.
(121 sq.m.) Carpet Area","₹ 1.7 Cr
₹ 13,076/sq.ft.","3 BHK
3 Baths"
2 BHK Apartment in Sector-18 Ulwe,"1,000 sq.ft.
(93 sq.m.) Carpet Area","₹ 85 L
₹ 8,500/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector 20 Kamothe,"710 sq.ft.
(66 sq.m.) Carpet Area","₹ 66 L
₹ 9,295/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector 19 Kharghar,"1,050 sq.ft.
(98 sq.m.) Carpet Area","₹ 1.18 Cr
₹ 11,238/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector-18 Ulwe,"390 sq.ft.
(36 sq.m.) Carpet Area","₹ 40 L
₹ 10,256/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Sector 5 Ulwe,"750 sq.ft.
(70 sq.m.) Carpet Area","₹ 1.07 Cr
₹ 14,266/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector-1E Kalamboli,"1,050 sq.ft.
(98 sq.m.) Carpet Area","₹ 75 L
₹ 7,142/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector 10 Kamothe,"550 sq.ft.
(51 sq.m.) Carpet Area","₹ 53 L
₹ 9,636/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Kamothe,"720 sq.ft.
(67 sq.m.) Carpet Area","₹ 44 L
₹ 6,111/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Phase-1 Petali,"450 sq.ft.
(42 sq.m.) Carpet Area","₹ 36 L
₹ 8,000/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Sector 15 Kharghar,"750 sq.ft.
(70 sq.m.) Carpet Area","₹ 1.32 Cr
₹ 17,600/sq.ft.","2 BHK
2 Baths"
3 BHK Apartment in Sector-5 Kharghar,"1,150 sq.ft.
(107 sq.m.) Carpet Area","₹ 1.75 Cr
₹ 15,217/sq.ft.","3 BHK
3 Baths"
1 BHK Apartment in Sector-5 Kamothe,"490 sq.ft.
(46 sq.m.) Carpet Area","₹ 65 L
₹ 13,265/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Sector 17 Ulwe,"670 sq.ft.
(62 sq.m.) Carpet Area","₹ 73 L
₹ 10,895/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector-18 Ulwe,"415 sq.ft.
(39 sq.m.) Carpet Area","₹ 45 L
₹ 10,843/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector 17 Ulwe,"410 sq.ft.
(38 sq.m.) Carpet Area","₹ 51 L
₹ 12,439/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector 19 Kharghar,"520 sq.ft.
(48 sq.m.) Carpet Area","₹ 35 L
₹ 6,730/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector 16 Kamothe,"480 sq.ft.
(45 sq.m.) Carpet Area","₹ 58 L
₹ 12,083/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Sector 20 Kamothe,"710 sq.ft.
(66 sq.m.) Carpet Area","₹ 75 L
₹ 10,563/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector 17 Ulwe,"600 sq.ft.
(56 sq.m.) Carpet Area","₹ 50 L
₹ 8,333/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Ulwe,"750 sq.ft.
(70 sq.m.) Carpet Area","₹ 92.5 L
₹ 12,333/sq.ft.","2 BHK
2 Baths"
4 BHK Apartment in Sector 20 Kharghar,"2,248 sq.ft.
(209 sq.m.) Carpet Area","₹ 2.2 Cr
₹ 9,786/sq.ft.","4 BHK
4 Baths"
2 BHK Apartment in Sector 17 Ulwe,"750 sq.ft.
(70 sq.m.) Carpet Area","₹ 75 L
₹ 10,000/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Koperkhairane,"680 sq.ft.
(63 sq.m.) Carpet Area","₹ 26,000
₹ 38/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector 23 Ulwe,"950 sq.ft.
(88 sq.m.) Built-up Area","₹ 60 L
₹ 6,315/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector-9 Ulwe,"1,100 sq.ft.
(102 sq.m.) Super built-up Area","₹ 88 L
₹ 8,000/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector-29 Belapur,"400 sq.ft.
(37 sq.m.) Carpet Area","₹ 45 L
₹ 11,250/sq.ft.","1 BHK
2 Baths"
1 BHK Apartment in Sector-9 Ulwe,"710 sq.ft.
(66 sq.m.) Super built-up Area","₹ 55 L
₹ 7,746/sq.ft.","1 BHK
2 Baths"
1 BHK Apartment in Sector-8 Ulwe,"695 sq.ft.
(65 sq.m.) Carpet Area","₹ 42 L
₹ 6,043/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Sector-18 Ulwe,"1,050 sq.ft.
(98 sq.m.) Super built-up Area","₹ 78 L
₹ 7,428/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector 5 Ulwe,"1,110 sq.ft.
(103 sq.m.) Built-up Area","₹ 85 L
₹ 7,657/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector 23 Ulwe,"1,020 sq.ft.
(95 sq.m.) Built-up Area","₹ 67.5 L
₹ 6,617/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Ulwe,"1,117 sq.ft.
(104 sq.m.) Super built-up Area","₹ 85 L
₹ 7,609/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Ulwe,"1,164 sq.ft.
(108 sq.m.) Super built-up Area","₹ 95 L
₹ 8,161/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector-18 Ulwe,"1,100 sq.ft.
(102 sq.m.) Built-up Area","₹ 92 L
₹ 8,363/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector 5 Ulwe,"1,092 sq.ft.
(101 sq.m.) Super built-up Area","₹ 82 L
₹ 7,509/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector-8 Ulwe,"1,000 sq.ft.
(93 sq.m.) Built-up Area","₹ 65 L
₹ 6,500/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in phase-2 Taloja,"468 sq.ft.
(43 sq.m.) Carpet Area","₹ 35.84 L
₹ 7,658/sq.ft.","1 BHK
2 Baths"
2 BHK Apartment in Sector-9 Ulwe,"1,000 sq.ft.
(93 sq.m.) Super built-up Area","₹ 70 L
₹ 7,000/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector 19 Ulwe,"427 sq.ft.
(40 sq.m.) Carpet Area","₹ 85 L
₹ 19,891/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector 5 Ulwe,"1,155 sq.ft.
(107 sq.m.) Super built-up Area","₹ 70 L
₹ 6,060/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector-9 Ulwe,"1,050 sq.ft.
(98 sq.m.) Built-up Area","₹ 62 L
₹ 5,904/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector-9 Ulwe,"1,221 sq.ft.
(113 sq.m.) Super built-up Area","₹ 93 L
₹ 7,616/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Ulwe,"1,250 sq.ft.
(116 sq.m.) Super built-up Area","₹ 91 L
₹ 7,280/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Ulwe,"700 sq.ft.
(65 sq.m.) Super built-up Area","₹ 60 L
₹ 8,571/sq.ft.","1 BHK
2 Baths"
2 BHK Apartment in Sector 23 Ulwe,"1,000 sq.ft.
(93 sq.m.) Built-up Area","₹ 58 L
₹ 5,800/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector-18 Ulwe,"965 sq.ft.
(90 sq.m.) Super built-up Area","₹ 75 L
₹ 7,772/sq.ft.","2 BHK
2 Baths"
3 BHK Apartment in Sector-18 Ulwe,"1,655 sq.ft.
(154 sq.m.) Super built-up Area","₹ 1.55 Cr
₹ 9,365/sq.ft.","3 BHK
3 Baths"
2 BHK Apartment in Sector 20 Ulwe,"1,130 sq.ft.
(105 sq.m.) Built-up Area","₹ 76 L
₹ 6,725/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector 17 Ulwe,"1,135 sq.ft.
(105 sq.m.) Super built-up Area","₹ 95 L
₹ 8,370/sq.ft.","2 BHK
2 Baths"
5 BHK Apartment in Sector-3 Ulwe,"2,750 sq.ft.
(255 sq.m.) Super built-up Area","₹ 3.25 Cr
₹ 10,910/sq.ft.","5 BHK
5 Baths"
1 BHK Apartment in Sector-25 Ulwe,"600 sq.ft.
(56 sq.m.) Carpet Area","₹ 50 L
₹ 8,333/sq.ft.","1 BHK
2 Baths"
2 BHK Apartment in Sector-29 Belapur,"950 sq.ft.
(88 sq.m.) Carpet Area","₹ 1.1 Cr
₹ 11,578/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Koperkhairane,"720 sq.ft.
(67 sq.m.) Carpet Area","₹ 1.1 Cr
₹ 15,277/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector 11 Koparkhairane,"450 sq.ft.
(42 sq.m.) Super built-up Area","₹ 45 L
₹ 10,000/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Sector-16 Koparkhairane,"1,000 sq.ft.
(93 sq.m.) Super built-up Area","₹ 1.1 Cr
₹ 11,000/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector-14 Koparkhairane,"618 sq.ft.
(57 sq.m.) Super built-up Area","₹ 90 L
₹ 14,563/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector-20 Koparkhairane,"693 sq.ft.
(64 sq.m.) Super built-up Area","₹ 75 L
₹ 10,822/sq.ft.","1 BHK
1 Bath"
3 BHK Apartment in Sector-14 Koparkhairane,"1,000 sq.ft.
(93 sq.m.) Carpet Area","₹ 2.1 Cr
₹ 21,000/sq.ft.","3 BHK
2 Baths"
1 BHK Apartment in Sector-14 Koparkhairane,"800 sq.ft.
(74 sq.m.) Super built-up Area","₹ 95 L
₹ 11,875/sq.ft.","1 BHK
1 Bath"
3 BHK Apartment in Sector-14 Koparkhairane,"1,400 sq.ft.
(130 sq.m.) Super built-up Area","₹ 1.85 Cr
₹ 13,214/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Sector-14 Koparkhairane,"1,530 sq.ft.
(142 sq.m.) Super built-up Area","₹ 1.7 Cr
₹ 11,111/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Ghansoli,"1,775 sq.ft.
(165 sq.m.) Built-up Area","₹ 2.25 Cr
₹ 12,676/sq.ft.","3 BHK
3 Baths"
1 BHK Apartment in Sector-14 Koparkhairane,"650 sq.ft.
(60 sq.m.) Super built-up Area","₹ 67 L
₹ 16,341/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector 11 Koparkhairane,"650 sq.ft.
(60 sq.m.) Super built-up Area","₹ 85 L
₹ 13,076/sq.ft.","1 BHK
1 Bath"
3 BHK Apartment in Sector-14 Koparkhairane,"1,500 sq.ft.
(139 sq.m.) Super built-up Area","₹ 1.75 Cr
₹ 11,666/sq.ft.","3 BHK
2 Baths"
1 BHK Apartment in Sector-14 Koparkhairane,"610 sq.ft.
(57 sq.m.) Super built-up Area","₹ 50 L
₹ 8,196/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector-19 Belapur,"653 sq.ft.
(61 sq.m.) Carpet Area","₹ 60 L
₹ 9,188/sq.ft.","1 BHK
2 Baths"
1 BHK Apartment in Sector 18 Kamothe,"646 sq.ft.
(60 sq.m.) Super built-up Area","₹ 50.5 L
₹ 7,817/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in belapur sector 20 garage line,"550 sq.ft.
(51 sq.m.) Carpet Area","₹ 54 L
₹ 9,818/sq.ft.","1 BHK
2 Baths"
1 BHK Apartment in Nerul,"650 sq.ft.
(60 sq.m.) Built-up Area","₹ 90 L
₹ 13,846/sq.ft.","1 BHK
2 Baths"
3 BHK Apartment in Sector 8 sanpada,"1,400 sq.ft.
(130 sq.m.) Carpet Area","₹ 3.35 Cr
₹ 23,928/sq.ft.","3 BHK
4 Baths"
2 BHK Apartment in Sector 8 sanpada,"650 sq.ft.
(60 sq.m.) Carpet Area","₹ 1.51 Cr
₹ 23,230/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector 29 Vashi,"750 sq.ft.
(70 sq.m.) Carpet Area","₹ 1.71 Cr
₹ 22,800/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Ulwe,"670 sq.ft.
(62 sq.m.) Super built-up Area","₹ 43 L
₹ 10,238/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Ulwe,"1,240 sq.ft.
(115 sq.m.) Super built-up Area","₹ 1.2 Cr
₹ 9,677/sq.ft.","2 BHK
2 Baths"
3 BHK Apartment in Ulwe,"1,850 sq.ft.
(172 sq.m.) Super built-up Area","₹ 1.65 Cr
₹ 8,918/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Sector-44A Seawoods,"2,500 sq.ft.
(232 sq.m.) Super built-up Area","₹ 4 Cr
₹ 16,000/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Sector-44A Seawoods,"1,650 sq.ft.
(153 sq.m.) Super built-up Area","₹ 3 Cr
₹ 20,303/sq.ft.","3 BHK
3 Baths"
5 BHK Apartment in Palm Beach,"6,000 sq.ft.
(557 sq.m.) Super built-up Area","₹ 15 Cr
₹ 25,000/sq.ft.","5 BHK
5 Baths"
2 BHK Apartment in Sector-38 Seawoods,"1,250 sq.ft.
(116 sq.m.) Super built-up Area","₹ 1.85 Cr
₹ 14,800/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Seawoods,"450 sq.ft.
(42 sq.m.) Carpet Area","₹ 67 L
₹ 14,888/sq.ft.","1 BHK
1 Bath"
5 BHK Apartment in Sector 44 Seawoods,"3,000 sq.ft.
(279 sq.m.) Super built-up Area","₹ 5.5 Cr
₹ 18,333/sq.ft.","5 BHK
5 Baths"
3 BHK Apartment in Sector-44A Seawoods,"2,500 sq.ft.
(232 sq.m.) Super built-up Area","₹ 4 Cr
₹ 16,000/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Nerul,"2,110 sq.ft.
(196 sq.m.) Super built-up Area","₹ 3.25 Cr
₹ 15,402/sq.ft.","3 BHK
3 Baths"
1 BHK Apartment in Sector 2 Ulwe,"425 sq.ft.
(39 sq.m.) Carpet Area","₹ 55 L
₹ 12,941/sq.ft.","1 BHK
1 Bath"
3 BHK Apartment in Panvel,"1,850 sq.ft.
(172 sq.m.) Built-up Area","₹ 1.2 Cr
₹ 8,888/sq.ft.","3 BHK
2 Baths"
2 BHK Apartment in Panvel,"1,240 sq.ft.
(115 sq.m.) Built-up Area","₹ 1.2 Cr
₹ 9,677/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Panvel,"751 sq.ft.
(70 sq.m.) Carpet Area","₹ 85 L
₹ 11,318/sq.ft.","2 BHK
2 Baths"
3 BHK Apartment in Palm Beach,"2,050 sq.ft.
(190 sq.m.) Super built-up Area","₹ 4 Cr
₹ 19,512/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Sector-18 Sanpada,"1,650 sq.ft.
(153 sq.m.) Super built-up Area","₹ 3.5 Cr
₹ 21,212/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Nerul,"1,850 sq.ft.
(172 sq.m.) Super built-up Area","₹ 2.9 Cr
₹ 15,675/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Sector-3 Ulwe,"32,000 sq.ft.
(2973 sq.m.) Super built-up Area","₹ 2.8 Cr
₹ 875/sq.ft.","3 BHK
4 Baths"
3 BHK Apartment in Sector-3 Ulwe,"1,450 sq.ft.
(135 sq.m.) Super built-up Area","₹ 1.8 Cr
₹ 12,413/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Sector 21 Ulwe,"1,450 sq.ft.
(135 sq.m.) Super built-up Area","₹ 1.5 Cr
₹ 10,344/sq.ft.","3 BHK
3 Baths"
1 BHK Apartment in Sector 22 Turbhe,"550 sq.ft.
(51 sq.m.) Carpet Area","₹ 40 L
₹ 7,272/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in Sector-18 Ulwe,"1,150 sq.ft.
(107 sq.m.) Super built-up Area","₹ 1.1 Cr
₹ 9,565/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector-18 Ulwe,"1,120 sq.ft.
(104 sq.m.) Carpet Area","₹ 90 L
₹ 8,035/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in sec-05,"1,050 sq.ft.
(98 sq.m.) Super built-up Area","₹ 68 L
₹ 6,476/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Sector 5 Ulwe,"450 sq.ft.
(42 sq.m.) Carpet Area","₹ 55 L
₹ 12,222/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Ulwe,"620 sq.ft.
(58 sq.m.) Carpet Area","₹ 42 L
₹ 6,774/sq.ft.","1 BHK
1 Bath"
3 BHK Apartment in Sector-18 Sanpada,"1,500 sq.ft.
(139 sq.m.) Super built-up Area","₹ 3.5 Cr
₹ 23,333/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Sanpada,"1,760 sq.ft.
(164 sq.m.) Super built-up Area","₹ 3.2 Cr
₹ 18,181/sq.ft.","3 BHK
3 Baths"
4 BHK Apartment in Sector-14 Nerul,"4,000 sq.ft.
(372 sq.m.) Super built-up Area","₹ 12 Cr
₹ 30,000/sq.ft.","4 BHK
4 Baths"
4 BHK Apartment in Sector 16A Nerul,"2,600 sq.ft.
(242 sq.m.) Super built-up Area","₹ 6 Cr
₹ 23,076/sq.ft.","4 BHK
4 Baths"
4 BHK Apartment in Sector-28 Nerul,"2,600 sq.ft.
(242 sq.m.) Super built-up Area","₹ 4.1 Cr
₹ 15,769/sq.ft.","4 BHK
4 Baths"
3 BHK Apartment in Sector-18A Nerul,"2,000 sq.ft.
(186 sq.m.) Super built-up Area","₹ 3.75 Cr
₹ 18,750/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Sector-28 Nerul,"2,500 sq.ft.
(232 sq.m.) Super built-up Area","₹ 3.5 Cr
₹ 14,000/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Nerul,"2,200 sq.ft.
(204 sq.m.) Super built-up Area","₹ 2.6 Cr
₹ 11,818/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Nerul,"2,000 sq.ft.
(186 sq.m.) Super built-up Area","₹ 2.2 Cr
₹ 11,000/sq.ft.","3 BHK
3 Baths"
2 BHK Apartment in Nerul,"13,024 sq.ft.
(1210 sq.m.) Super built-up Area","₹ 1.85 Cr
₹ 1,420/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Nerul,"1,250 sq.ft.
(116 sq.m.) Super built-up Area","₹ 1.6 Cr
₹ 12,800/sq.ft.","2 BHK
2 Baths"
1 BHK Apartment in Nerul,"650 sq.ft.
(60 sq.m.) Super built-up Area","₹ 95 L
₹ 14,615/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector 19A Nerul,"650 sq.ft.
(60 sq.m.) Super built-up Area","₹ 90 L
₹ 13,846/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector 40 Seawoods,"650 sq.ft.
(60 sq.m.) Super built-up Area","₹ 85 L
₹ 13,076/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector 40 Seawoods,"700 sq.ft.
(65 sq.m.) Super built-up Area","₹ 80 L
₹ 11,428/sq.ft.","1 BHK
1 Bath"
1 BHK Apartment in Sector 44 Seawoods,"650 sq.ft.
(60 sq.m.) Super built-up Area","₹ 65 L
₹ 10,000/sq.ft.","1 BHK
1 Bath"
2 BHK Apartment in sector 46A SEAWOODS,"1,250 sq.ft.
(116 sq.m.) Super built-up Area","₹ 1.9 Cr
₹ 15,200/sq.ft.","2 BHK
2 Baths"
2 BHK Apartment in Sector-38 Seawoods,"1,090 sq.ft.
(101 sq.m.) Super built-up Area","₹ 1.7 Cr
₹ 15,596/sq.ft.","2 BHK
2 Baths"
3 BHK Apartment in Seawoods,"2,000 sq.ft.
(186 sq.m.) Super built-up Area","₹ 2.65 Cr
₹ 13,250/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Sector-46 Seawoods,"2,200 sq.ft.
(204 sq.m.) Super built-up Area","₹ 4.1 Cr
₹ 18,636/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Sector 42 Seawoods,"2,000 sq.ft.
(186 sq.m.) Super built-up Area","₹ 2.45 Cr
₹ 12,250/sq.ft.","3 BHK
3 Baths"
3 BHK Apartment in Sector 36 Seawoods,"2,000 sq.ft.
(186 sq.m.) Super built-up Area","₹ 2.7 Cr
₹ 13,500/sq.ft.","3 BHK
3 Baths"
